standard_type,standard_size,chemical,processing,cooking,incoterms,price,unit,factory,active_date,week,month,quarter,year,month_number,quarter_number
Sú sinh thái,6/8,Treated,PD,Raw,None,15.29,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Cooked,FOB HCM,16.97,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Cooked,None,17.44,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Cooked,FOB HCM,16.16,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Cooked,None,16.61,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,HLSO-O,None,FOB HCM,9.9,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,HLSO-O,None,None,10.19,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Raw,FOB HCM,10.51,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Raw,None,10.81,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Raw,FOB HCM,11.03,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Raw,None,11.35,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Cooked,FOB HCM,13.87,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Cooked,None,14.26,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Cooked,FOB HCM,13.21,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Cooked,None,13.58,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,HLSO-O,None,FOB HCM,7.75,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,HLSO-O,None,None,7.98,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PTO,Raw,FOB HCM,8.22,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PTO,Raw,None,8.47,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PD,Raw,FOB HCM,8.63,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PD,Raw,None,8.88,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PTO,Cooked,FOB HCM,10.54,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PTO,Cooked,None,10.85,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PD,Cooked,FOB HCM,10.04,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PD,Cooked,None,10.33,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,HLSO-O,None,FOB HCM,5.83,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,HLSO-O,None,None,6.01,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PTO,Raw,FOB HCM,6.18,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PTO,Raw,None,6.37,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PD,Raw,FOB HCM,6.48,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PD,Raw,None,6.69,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PTO,Cooked,FOB HCM,8.13,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PTO,Cooked,None,8.37,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PD,Cooked,FOB HCM,7.74,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PD,Cooked,None,7.97,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,HLSO-O,None,FOB HCM,5.24,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,HLSO-O,None,None,5.41,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PTO,Raw,FOB HCM,5.56,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PTO,Raw,None,5.73,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PD,Raw,FOB HCM,5.83,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PD,Raw,None,6.01,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PTO,Cooked,FOB HCM,6.64,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PTO,Cooked,None,6.85,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PD,Cooked,FOB HCM,6.32,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PD,Cooked,None,6.52,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,HLSO-O,None,FOB HCM,4.14,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,HLSO-O,None,None,4.28,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PTO,Raw,FOB HCM,4.39,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PTO,Raw,None,4.54,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PD,Raw,FOB HCM,4.6,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PD,Raw,None,4.76,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PTO,Cooked,FOB HCM,5.64,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PTO,Cooked,None,5.82,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PD,Cooked,FOB HCM,5.37,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PD,Cooked,None,5.55,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,HLSO-O,None,FOB HCM,3.96,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,HLSO-O,None,None,4.1,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,PTO,Raw,FOB HCM,4.2,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,PTO,Raw,None,4.35,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,PD,Raw,FOB HCM,4.41,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,PD,Raw,None,4.56,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,PTO,Cooked,FOB HCM,4.89,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,PTO,Cooked,None,5.05,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,PD,Cooked,FOB HCM,4.65,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,31/40,Treated,PD,Cooked,None,4.81,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,HLSO-O,None,FOB HCM,4.02,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,HLSO-O,None,None,4.16,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,PTO,Raw,FOB HCM,4.27,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,PTO,Raw,None,4.41,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,PD,Raw,FOB HCM,4.47,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,PD,Raw,None,4.63,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,PTO,Cooked,FOB HCM,4.82,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,PTO,Cooked,None,4.98,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,PD,Cooked,FOB HCM,4.59,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,41/50,Treated,PD,Cooked,None,4.74,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,HLSO-O,None,FOB HCM,3.98,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,HLSO-O,None,None,4.12,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,PTO,Raw,FOB HCM,4.22,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,PTO,Raw,None,4.37,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,PD,Raw,FOB HCM,4.43,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,PD,Raw,None,4.58,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,PTO,Cooked,FOB HCM,4.83,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,PTO,Cooked,None,4.99,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,PD,Cooked,FOB HCM,4.6,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,51/60,Treated,PD,Cooked,None,4.75,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,HLSO-O,None,FOB HCM,3.94,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,HLSO-O,None,None,4.08,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,PTO,Raw,FOB HCM,4.18,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,PTO,Raw,None,4.33,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,PD,Raw,FOB HCM,4.39,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,PD,Raw,None,4.54,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,PTO,Cooked,FOB HCM,4.78,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,PTO,Cooked,None,4.94,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,PD,Cooked,FOB HCM,4.55,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,61/70,Treated,PD,Cooked,None,4.71,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,HLSO-O,None,FOB HCM,3.85,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,HLSO-O,None,None,3.98,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,PTO,Raw,FOB HCM,4.08,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,PTO,Raw,None,4.22,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,PD,Raw,FOB HCM,4.28,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,PD,Raw,None,4.42,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,PTO,Cooked,FOB HCM,4.7,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,PTO,Cooked,None,4.86,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,PD,Cooked,FOB HCM,4.48,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,71/90,Treated,PD,Cooked,None,4.63,USD/kg,Hậu Giang,2018-07-15,2018/7/28,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,HLSO-O,None,FOB HCM,16.24,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,PTO,Raw,FOB HCM,17.23,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,PTO,Raw,None,17.7,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,PD,Raw,FOB HCM,18.09,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,PD,Raw,None,18.58,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,HLSO-O,None,FOB HCM,15.2,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,HLSO-O,None,None,15.62,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PTO,Raw,FOB HCM,16.13,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PTO,Raw,None,16.57,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PD,Raw,FOB HCM,16.93,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PD,Raw,None,17.4,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PTO,Cooked,FOB HCM,18.71,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PTO,Cooked,None,19.22,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PD,Cooked,FOB HCM,17.82,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PD,Cooked,None,18.31,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,HLSO-O,None,FOB HCM,13.41,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,HLSO-O,None,None,13.79,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Raw,FOB HCM,14.24,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Raw,None,14.63,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Raw,FOB HCM,14.94,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Raw,None,15.36,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Cooked,FOB HCM,17.04,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Cooked,None,17.51,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Cooked,FOB HCM,16.23,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Cooked,None,16.68,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,HLSO-O,None,FOB HCM,9.96,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,HLSO-O,None,None,10.25,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Raw,FOB HCM,10.57,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Raw,None,10.88,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Raw,FOB HCM,11.1,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Raw,None,11.41,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Cooked,FOB HCM,13.94,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Cooked,None,14.33,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Cooked,FOB HCM,13.27,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Cooked,None,13.65,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,HLSO-O,None,FOB HCM,7.75,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,HLSO-O,None,None,7.98,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PTO,Raw,FOB HCM,8.22,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PTO,Raw,None,8.47,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PD,Raw,FOB HCM,8.63,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PD,Raw,None,8.88,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PTO,Cooked,FOB HCM,10.58,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PTO,Cooked,None,10.88,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PD,Cooked,FOB HCM,10.08,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,13/15,Treated,PD,Cooked,None,10.37,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,HLSO-O,None,FOB HCM,5.83,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,HLSO-O,None,None,6.01,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PTO,Raw,FOB HCM,6.18,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PTO,Raw,None,6.37,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PD,Raw,FOB HCM,6.48,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PD,Raw,None,6.69,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PTO,Cooked,FOB HCM,8.13,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PTO,Cooked,None,8.37,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PD,Cooked,FOB HCM,7.74,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,16/20,Treated,PD,Cooked,None,7.97,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,HLSO-O,None,FOB HCM,5.24,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,HLSO-O,None,None,5.41,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PTO,Raw,FOB HCM,5.56,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PTO,Raw,None,5.73,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PD,Raw,FOB HCM,5.83,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PD,Raw,None,6.01,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PTO,Cooked,FOB HCM,6.64,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PTO,Cooked,None,6.85,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PD,Cooked,FOB HCM,6.32,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,21/25,Treated,PD,Cooked,None,6.52,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,HLSO-O,None,FOB HCM,4.14,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,HLSO-O,None,None,4.28,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PTO,Raw,FOB HCM,4.39,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PTO,Raw,None,4.54,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PD,Raw,FOB HCM,4.6,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PD,Raw,None,4.76,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PTO,Cooked,FOB HCM,5.64,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
Sú sinh thái,26/30,Treated,PTO,Cooked,None,5.82,USD/kg,Cà Mau,2018-07-16,2018/7/29,2018/7,2018/2,2018,7,2
